comment,class
engracado e o youtube pedir respeito nos comentarios quando na verdade o video clipe todo tem cenas de varias posicoes sexuais e esta aberto para todo o publico assistir inclusive criancas alem disso a letra da musica e a voz dos cantores sao de pessima qualidade o brasil ja teve melhores cantores e muitas musicas boas hoje em dia ainda bem que temos alguns cantores e cantoras que salvam a nossa cultura sem precisar mostrar a bunda ou gesticular cenas sexuais explicitas em videoclipes eu fico imaginando uma crianca assistindo isso e querendo copiar com outra pessoa,1.0
ridicula feia que doi monstro andante nogenta,1.0
ele e loko,0.0
meu god,0.0
que porcaria e essa,1.0
q merda de musica,1.0
nossa que letra mais poetica e util to besta de ver a criatividade intelectual da letra o pior e que tem pessoas que acham so porque tem visualizacao e que ta bacana tadinhoso do sao movidos a isto like visualizacao oxigenio agua e alimentos espero que no brasil tenham artistas que levem a serio a musica e a poesia teve um comentario aqui falando sobre pessoas assistindo o clipe depois de falarem sobre ele confesso que tambem cai nessa mas gracas a deus eu nao sou um canal de noticias ruins nao vou nem tocar no assunto pra ninguem este clipe nao merece e nao vale a pena ser assistido assisti mas ja quebrei a corrente do bem,0.0
gente essa mulher e palhaca se ela nao tivesse a alma tao ruim assim pra atacar pessoas indefesas como essas criancas ela daria uma otima humorista pq covenhamos que ela fala umas coisas engracadas nao que eu concorde com o que ela ta fazendo com as criancas,0.0
achei bem legal,0.0
mano eu to rindo da live delaaa,0.0
achei que foi muito deboche a classe lgbt,0.0
mais parece um ritual satanico afinal ela ja vendeu a alma por fama,1.0
os pais dessa tal devem estar muito orgulhosos de verdade de sua filha amada fazer um clipe tao imundo e diabolico desses,1.0
caralho te acompanho faz tempo e agora vc faz isso isso nao e so um botao isso e a sua trajetoria pelo youtube seria melhor nem ser inscrita sua,0.0
sinceramente entendi foi nada,0.0
e por esse tipo de cultura que o brasil nao vai para frente,1.0
quem ta morrendo de rir,0.0
sempre cheiroso,0.0
esses foram os 240 minutos mais perdidos da minha vida,0.0
sabe aonde voce ta,0.0
muito bom,0.0
e uma idiota essa ai,1.0
coitada e feia so quer ganhar atencao,1.0
so eu que veio so pra ver quantos dislikes tinha,0.0
maldita,1.0
mal influencia pras crianca um cara dese tem que leva ums tiro na cara,1.0
ela e discipula de,0.0
e isso que os ignorantes nesse pais curtem,1.0
cara respeito que o botao de 100 mil inscritos e seu e tals que voce ja que conquistou isso pode fazer o que quiser e que eu nao tenho nada a ver com isso mas cara por que fazer isso por que destruir algo tao importante assim o botao serve como uma recordacao de quando voce conseguiu finalmente conquistar essa meta de 100k e voce simplesmente destroi sinto muito mas minha opiniao sobre isso e como se voce tivesse jogando fora tudo o que voce conquistou obrigado,0.0
s de sabem de tudo,0.0
eu nao consigo acreditar que clipes como esse possam despertar algo de bom em alguem a humanidade esta ficando cada dia mais cega pelo sistema desesperador isso,0.0
mano isso e folhado a prata pq vc nao vendeu,0.0
po a clipe ficou maneiro mas esse beijo estragou,0.0
eu gosto mais ou menos da a musica braba e boa e as outrasmas essa ficou slr sem opiniao,0.0
amigo qual o teu problema ja parou pra pensar que muita gente queria ter essa placa e nao essa placa nunca te prendeu a 100000 inscritos voce tem demencia voce acabou de quebrar um sonho de uma pessoa pensa nisso otario,1.0
alguem finalmente descobriu o que ela disse que nao tinham percebido no clipe,0.0
ela so fala merda e incrivel,1.0
2020 nego ainda acha que dislike prejudica video deve estar com um sorriso de orelha a orelha vendo que passou o,0.0
isso chega a ser triste,0.0
e nois,0.0
153 eu tentando surpreender a crush,0.0
que viaje e essa vei,0.0
alem de ser alien tenta falar portugues,0.0
vai te treta ne,0.0
keke issu,0.0
digna de pena apenas cada um e cada um mais racismo nao tem nada que respeitar isso e crime,0.0
cara babaca muitos querendo chegar aos 100 mil inscritos para ganhar uma e o cara faz isso com a dele,1.0
n tenho preconceito so pra deixa bem claro so desanimei,0.0
estourouuuuu,0.0
ta com o espirito da pomba giria,1.0
esse mundao esta ficando muito moderno,1.0
h de hoje batemos 30 milhoes,0.0
a ganha dinheiro fazendo raiva em voces essa e a profissao dela,0.0
l de lindo e talentososs,0.0
1 milhao de scritos qui nada 10 milhoes de scritos ai sim,0.0
adorei a dancinha,0.0
aqui depois de assistir o documentario e agora ouco as musicas de um jeito diferente,0.0
parsa vim ver o clipe pq me obrigaram de tanto q falaram q era falando sobre estupro e sla oq mas mano pra mim e so uma mina q quis curtir e usou e bebeu tudo que quis e acordou na cama de alguem q conheceu no role e ja era desculpa se estou errado e n vi nada de mais mas enxerguei isso e ela n esta errada em fazer isso ela so se permitiu a curtir e ficar mto loka e ta td bem,0.0
poxa e quem disse que voce esta preso a 100k de inscritos isso foi desconsideracao total com todos os inscritos tantos youtubers querendo uma dessas e ele destroi uma dizendo que esta preso a 100k de inscritos ah pelo amor de deus faca meu favor e ai quando ganhar a de vai quebrar tbm,0.0
esse vai ser o novo hino do inter apartir de hoje,0.0
gosto de ouvir a musica mas o clipe nao gosto de ver,0.0
filme porno,1.0
so ouvi verdades,0.0
xenofobica racista transfobica homofobica tudo de ruim tenho pena de vc viu moca vc eh tao baixa hein,1.0
artistas que adoram aparecer e ganhar grana em cima dos lgbt,0.0
tive que ver o video e ruim mesmo,0.0
musica lixo do caralho,1.0
simplesmente amoooo,0.0
por isso que sempre vou odiar a ser branco,1.0
mt escroto,1.0
guase todo mundo concordo q esse video e idiota mas olha quantos likes,1.0
e normal vomitar depois de assistir isso,1.0
eu nao tenho carro tenho grana vai da a checa,1.0
oque voce ta fazendo da sua vida,0.0
a musica e foda a intensao de representar a comunidade lgbt e massa tbm so q o beijo foi apelativo,0.0
deu foi dor de barriga,0.0
ai deve ter sido algum desafio ou alguma aposta q ele perdeu,0.0
e tem gente que acha que esse som teve muito deslikes pq fazem panelinha mas a musica ficou realmente ruim esses cantores acham que e so falar coisa relacionada a sexo que vai ser bom,0.0
quem vai ser o proximo que ela vai usar pra ganhar fama to no aguardo,0.0
loucura locura locura locura,0.0
r de rabaaaa,0.0
ameiiii,0.0
tipico jogador de minecraft,0.0
hoje eu amo essa sou viciado queria remixes,0.0
ha 2000 anos atras as pessoas se juntavam em praca publica pra apedrejar as pessoas erradas hoje em dia nao mudou nada a unica diferenca e que a pedra e virtual e a dor e psicologica nao sinto nem um pouco de pena dela mas tenho uma sensacao de que as pessoas estao ofendendo ela simplesmente por sentirem prazer no sofrimento e no vexame alheio ja que sabem que ela e uma so e nao pode se defender dessa enxurrada de ofensas a raca humana e deploravel,0.0
nunca ouvi uma musica ruim igual essa,0.0
essa ai e que nem arroz com querosene ninguem quer comer por isso q e revoltada,1.0
e se essa musica se chamasse chico,0.0
357 ate 406 so lamento,0.0
quem veio so pra da dislike,0.0
poha isso e um nariz er,0.0
ta maluco bi,0.0
que nariz feio da porra,1.0
cade as flores gente,0.0
meu deus ele so pode ter ganhado muito dinheiro mesmo pra fazer uma coisa dessas,0.0
idiota tantas pessoas sonham com uma dessa e vc destroi muitos youtubes bem maiores q vc n destroem a placa e vc se acha o fodao destruindo,1.0
como diz um grande filosofo esquecido quem nasceu pra ser cu nunca vai ser pika,1.0
que desgraca de clipe e esse,1.0
agora quando chegar a de vc quebra tambem pq ela ta te prendendo a ai chega a de 10m e vc quebra e fica sem nada,0.0
a lendaria sarrada no ar passou voando disso,0.0
povo baba ovo de famoso mesmo povo ridiculo amei linda arrazou,1.0
e vcs ficam dando chance dela aparecer se liguem e isso que ela quer nao postem na page dela nao a promovam que ela se mata pois ta na cara que ela nao suporta ser excluida desprezada,1.0
musica tao boa que fez um surdo desligar o som,1.0
inveja so pq nao e bonita l,0.0
quem canta mais chinela de mae quando o filho chega tarde like e comedor de saci comenta,1.0
gente pra quem nunca viu satanas ai esta,0.0
fama ela ja tem de homofobica racista escrita demonio ja perceberam que esta mulher so falam as coisas por tras das pessoas tenho certeza se ela fosse humilhar as pessoas famosas na frente delas iria ser quebrada no pau,1.0
gostei da musica mais achei disperdicio de morango mais rico compra e faz oq quer ne entao quem somos nos pra julgar e isso mais amei l clipe da gata,0.0
isso e o que dar ir pra globo,0.0
o eu tenho 2763 inscrito passa la no meu canal todynho gamer00p que eu te ajudo ok,0.0
vamos conseguir passar blz,0.0
gente alguem pode me explicar se e frango,0.0
nao vi nada demais no clipe pra mim fala sobre fazer sexo durante a menstruacao os crentes veem coisas onde nao ha,0.0
pra que isso,0.0
so quem veio ppra ver a quantidade deslikes que tem,0.0
nitido que e algo satanico,1.0
que ridiculo,1.0
ja amo like de primeira,0.0
eu sonhando algum dia ter uma placa desta e vc e tao ostentacao que a parti ao meio po vei pq nao dava ela pra min,0.0
ela esta precisando e se exorcizada isso simo pop brasileiro cada vez mais afundando na lama,1.0
se e louco cachueira,0.0
independe da sua intencao com isso que nao deixa de ser babaca o botao de 100k do youtube e um simbolo e nao so uma placa de ferro como muitos ai ja disseram sem duvida essa foi a atitude imbecil para fechar o ano esse video demonstra bem essa falta de respeito dessa nova geracao do youtube,1.0
solta o video da logo chega de hipocrisia desses famosos influenciando os jovens posando de corretos enquanto se drogam protegidos por seus segurancas particulares,0.0
tadinho dos morangos,0.0
isso e uma coitada e bom que seja rica mesmo porque os advogados vao levar ate as calcas dela afinal ela esta mexendo com muita gente importante,0.0
ela e duente,1.0
melhor musica do mundo so perde pro silencio,0.0
dessepicao para uma pessoa que e era muito engracada agora perdeu mais de 193 milhhoes de fas,1.0
tem muita gente querendo chegar a 100000 mil assinantes e voce faz isso toma meu dis like,0.0
pior clipe que ja vi na vida,1.0
q porra e essa,1.0
v n sou da fa da mesma,0.0
caramba ela nao tem a trava no cerebro de onde saiu essa criatura,1.0
musica ruim da porra,1.0
pode ficar de 3 comedor de saci 2020,1.0
ela parece um et,1.0
realmente o fim esta proximo q merda e essa rapa,1.0
pelo visto voce so liga pro numero de inscritos do seu canal ne e como ficam as pessoas que te fazem crescer a cada dia no youtube sem elas voce nao estaria onde esta hoje migo,0.0
galera veja meu video clipe musica menina do danilo bueno valeu,0.0
nossa quanto drama velho e so uma placa se vc da tanto valor ganhe a tua e guarde pra sempre ele nao e obrigado a fazer o que vcs fariam,0.0
se enrosca pra falar credo nao sabe nem falar que senhora mal educada,0.0
esse bixo arrasaaaaaaaa d,0.0
shippo muitooo,0.0
parece eu acordando naqueles dias apocalipticos,0.0
eles se beijaram ekaa,1.0
esses comentarios da live sao os melhores,0.0
por isso tenho orgulho do meu forro,0.0
ridiculo,1.0
minha filha to acha que vc vai ter reicarnasao e se tiver vai ser a das piores do mundo imunda,1.0
o mac dela e lindo pelo menos isso,0.0
os cara se vende mesmo slc,0.0
se escreva no meu canau o nome do video e zuera,0.0
amo essa musicaa,0.0
meu deus do ceu essa mulher acaba com sua vida gente o que ela mais quer e fama e dinheiro dinheiro ela ja tem mas ela quer aparecer na midia nao podemos dar bola para ela mas que e muito nojenta e sim pelo amor de deus,1.0
boa vc pensa grande,0.0
sera que essa musica saiu de algum bueiro nao e porque a mulher e mais velha precisa si rebaixar desde jeito,1.0
tanta gente querendo uma,0.0
e o que maluco que loucura,0.0
k de karalhouuuu,0.0
comeca e acaba como um pesadelo satanico,1.0
ele e de mais,0.0
l de lindissimo o clipe,0.0
so sentindo que vaii dar uma polemicaaa,0.0
p de pode lancar mais feat pq eu to preparada,0.0
fica de 4 so mais uma vez se quiser pode ficar de 3 comedor de casadas,1.0
a musica ate que e legalzinha mais nao gosto sorry,0.0
n vi nada satanico que o povo ta falando alias ameiiii,0.0
e o puro suco do pop brasileiro,0.0
era uma vez o cara do momento,0.0
doido,0.0
rio de janeiro,0.0
eu amooooo,0.0
sonhei com o povo me cobrando,0.0
vc ta e comdenada,0.0
essa porra parece a momo,1.0
v de vcs arrazam,0.0
foda se eu amei a pohha desse album brilhe menina,0.0
aftem,0.0
melhor musica que eu ja ouvir ate agora,0.0
confesso o video deu tesao mais dei deslike por que foi no dia dos namorados,0.0
que mulher linda,0.0
crlh,0.0
fica de 3 saci nao gostou disso,0.0
horrivel,1.0
alguem sabe se ela ainda ta com o instagram,0.0
otima musica e assistir com a familia e melhor ainda,0.0
misericordia as pessoas faz tudo pro dinheiro e fama,0.0
isso pode no youtube,0.0
ridiculo,1.0
ridiculaaaa,1.0
eu sei que isso era pra saber oque tinha mas pensa com nois voce serro oque voce conquistou ate 100k agora parece que do mesmo jeito voce cortou essa placa parece que voce cortou nossa alianca sinceramente voce passou dos limites quero ver se quando chegar a 1 milhao de inscritos vai serra tambem agente realmente gosta dos seus conteudos mais saiu do limite completamente,0.0
que nariz e este,0.0
retrospequitiva 2015 quebro sua placa fazendo unha pontinho,0.0
s de sonsaaaaaq,0.0
filme porno viva o brasil da putaria,1.0
o que e isso cruzamento de porco com diabo da tasmania,1.0
bixona,1.0
enquanto uns como eu sonham em ter uma placa dessa voce destroi c,0.0
por favor cada vez mais me entristeco com clipes deste tipo por isso nosso pais la fora nunca e levado a serio pois homens e mulheres estao vendendo o corpo talento zero que letra e essa,1.0
juro que nao e por maldade mas alguem pode me explicar o final desse clipe tipo pq ela fica se encolhendo como que espantada nao entendi,0.0
